title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
Our Kind of Traitor,R,2016.0,108.0,Susanna White,24.0,Radivoje Bukvic,Pawel Szajda,Grigoriy Dobrygin,150.0,104.0,100.0
Saving Silverman,PG-13,2001.0,96.0,Dennis Dugan,221.0,Amanda Detmer,Neil Diamond,Kyle Gass,240.0,226.0,110.0
Diary of a Wimpy Kid: Dog Days,PG,2012.0,94.0,David Bowers,42.0,Zachary Gordon,Rachael Harris,Karan Brar,975.0,569.0,517.0
Summer of Sam,R,1999.0,142.0,Spike Lee,0.0,Mira Sorvino,Jennifer Esposito,Mike Starr,978.0,912.0,854.0
Jay and Silent Bob Strike Back,R,2001.0,104.0,Kevin Smith,0.0,Will Ferrell,Shannon Elizabeth,Jason Mewes,8000.0,1000.0,898.0
The Glass House,PG-13,2001.0,106.0,Daniel Sackheim,12.0,Chris Noth,Bruce Dern,Trevor Morgan,962.0,844.0,595.0
"Hail, Caesar!",PG-13,2016.0,106.0,Ethan Coen,1000.0,Scarlett Johansson,Channing Tatum,Alden Ehrenreich,19000.0,17000.0,1000.0
Josie and the Pussycats,PG-13,2001.0,98.0,Harry Elfont,4.0,Rosario Dawson,Paulo Costanzo,Aries Spears,3000.0,486.0,83.0
Homefront,R,2013.0,100.0,Gary Fleder,39.0,Jason Statham,James Franco,Frank Grillo,26000.0,11000.0,798.0
The Little Vampire,PG,2000.0,95.0,Uli Edel,34.0,Richard E. Grant,Jim Carter,Alice Krige,554.0,439.0,368.0
I Heart Huckabees,R,2004.0,107.0,David O. Russell,737.0,Naomi Watts,Lily Tomlin,Isabelle Huppert,6000.0,718.0,678.0
RoboCop 3,PG-13,1993.0,104.0,Fred Dekker,87.0,CCH Pounder,Rip Torn,Mako,1000.0,826.0,691.0
Megiddo: The Omega Code 2,PG-13,2001.0,104.0,Brian Trenchard-Smith,53.0,Michael Biehn,Udo Kier,Franco Nero,2000.0,595.0,576.0
Darling Lili,G,1970.0,143.0,Blake Edwards,688.0,Rock Hudson,Vernon Dobtcheff,Jeremy Kemp,638.0,50.0,42.0
Dudley Do-Right,PG,1999.0,77.0,Hugh Wilson,37.0,Brendan Fraser,Alex Rocco,Eric Idle,3000.0,968.0,795.0
The Transporter Refueled,PG-13,2015.0,96.0,Camille Delamarre,11.0,Ed Skrein,Noémie Lenoir,Radivoje Bukvic,805.0,173.0,150.0
The Libertine,R,2004.0,114.0,Laurence Dunmore,2.0,Johnny Depp,Jack Davenport,Richard Coyle,40000.0,1000.0,567.0
Black Book,R,2006.0,145.0,Paul Verhoeven,719.0,Michiel Huisman,Sebastian Koch,Christian Berkel,2000.0,380.0,104.0
Joyeux Noel,PG-13,2005.0,116.0,Christian Carion,13.0,Gary Lewis,Dany Boon,Ian Richardson,203.0,172.0,140.0
Hit and Run,R,2012.0,100.0,David Palmer,21.0,Bradley Cooper,Tom Arnold,Beau Bridges,14000.0,618.0,552.0
Mad Money,PG-13,2008.0,104.0,Callie Khouri,144.0,Stephen Root,Ted Danson,Roger Cross,939.0,875.0,290.0
Before I Go to Sleep,R,2014.0,92.0,Rowan Joffe,17.0,Colin Firth,Ben Crompton,Anne-Marie Duff,14000.0,257.0,231.0
Sorcerer,PG,1977.0,92.0,William Friedkin,607.0,Roy Scheider,Joe Spinell,Amidou,813.0,85.0,35.0
Stone,R,2010.0,105.0,John Curran,43.0,Robert De Niro,Milla Jovovich,Frances Conroy,22000.0,14000.0,827.0
Molière,PG-13,2007.0,120.0,Laurent Tirard,2.0,Romain Duris,Ludivine Sagnier,Fabrice Luchini,809.0,521.0,80.0
Out of the Furnace,R,2013.0,116.0,Scott Cooper,108.0,Christian Bale,Sam Shepard,Dendrie Taylor,23000.0,820.0,120.0
Michael Clayton,R,2007.0,119.0,Tony Gilroy,209.0,Tom Wilkinson,Denis O'Hare,Sydney Pollack,1000.0,896.0,521.0
My Fellow Americans,PG-13,1996.0,101.0,Peter Segal,88.0,Wilford Brimley,Bradley Whitford,Sela Ward,957.0,821.0,812.0
Arlington Road,R,1999.0,117.0,Mark Pellington,89.0,Jeff Bridges,Spencer Treat Clark,Hope Davis,12000.0,541.0,442.0
Underdogs,PG,2013.0,106.0,Juan José Campanella,195.0,Pablo Rago,Diego Ramos,Gabriel Almirón,20.0,10.0,0.0
To Rome with Love,R,2012.0,112.0,Woody Allen,11000.0,Ornella Muti,Judy Davis,Alessandra Mastronardi,385.0,223.0,159.0
Firefox,PG,1982.0,136.0,Clint Eastwood,16000.0,Clint Eastwood,Warren Clarke,Kenneth Colley,16000.0,281.0,216.0
South Park: Bigger Longer & Uncut,R,1999.0,81.0,Trey Parker,406.0,Minnie Driver,Eric Idle,Trey Parker,893.0,795.0,406.0
Death at a Funeral,R,2007.0,87.0,Frank Oz,0.0,Peter Dinklage,Ewen Bremner,Kris Marshall,22000.0,557.0,548.0
Teenage Mutant Ninja Turtles III,PG,1993.0,96.0,Stuart Gillard,8.0,Paige Turco,John Aylward,Matt Hill,533.0,219.0,199.0
Hardball,PG-13,2001.0,106.0,Brian Robbins,48.0,Keanu Reeves,D.B. Sweeney,DeWayne Warren,18000.0,558.0,39.0
Silver Linings Playbook,R,2012.0,122.0,David O. Russell,737.0,Jennifer Lawrence,Robert De Niro,Bradley Cooper,34000.0,22000.0,14000.0
Freedom Writers,PG-13,2007.0,123.0,Richard LaGravenese,98.0,Hunter Parrish,Scott Glenn,Imelda Staunton,2000.0,826.0,579.0
For Colored Girls,R,2010.0,133.0,Tyler Perry,0.0,Omari Hardwick,Loretta Devine,Kimberly Elise,1000.0,912.0,637.0
The Transporter,PG-13,2002.0,92.0,Louis Leterrier,255.0,Jason Statham,Qi Shu,Matt Schulze,26000.0,1000.0,447.0
Never Back Down,PG-13,2008.0,110.0,Jeff Wadlow,65.0,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,3000.0,427.0,149.0
The Rage: Carrie 2,R,1999.0,104.0,Katt Shea,52.0,Jason London,Rachel Blanchard,Eddie Kaye Thomas,711.0,491.0,484.0
The Bachelor,,,60.0,,,Chris Harrison,,,98.0,,
Away We Go,R,2009.0,98.0,Sam Mendes,0.0,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,925.0,472.0,374.0
Swing Vote,PG-13,2008.0,120.0,Joshua Michael Stern,0.0,Madeline Carroll,Judge Reinhold,Nathan Lane,1000.0,901.0,886.0
Moonlight Mile,PG-13,2002.0,112.0,Brad Silberling,52.0,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,15000.0,1000.0,347.0
Tinker Tailor Soldier Spy,R,2011.0,127.0,Tomas Alfredson,140.0,Benedict Cumberbatch,Colin Firth,Gary Oldman,19000.0,14000.0,10000.0
Molly,PG-13,1999.0,102.0,John Duigan,18.0,Elaine Hendrix,Jill Hennessy,Sarah Wynter,670.0,419.0,186.0
The Beaver,PG-13,2011.0,91.0,Jodie Foster,0.0,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,34000.0,242.0,220.0
The Best Little Whorehouse in Texas,R,1982.0,114.0,Colin Higgins,19.0,Dolly Parton,Barry Corbin,Dom DeLuise,1000.0,883.0,842.0
eXistenZ,R,1999.0,115.0,David Cronenberg,0.0,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,1000.0,900.0,716.0
Raiders of the Lost Ark,PG,1981.0,115.0,Steven Spielberg,14000.0,Harrison Ford,Karen Allen,William Hootkins,11000.0,784.0,488.0
Home Alone 2: Lost in New York,PG,1992.0,120.0,Chris Columbus,0.0,Macaulay Culkin,Kieran Culkin,Devin Ratray,3000.0,1000.0,1000.0
Close Encounters of the Third Kind,PG,1977.0,135.0,Steven Spielberg,14000.0,Bob Balaban,Teri Garr,Melinda Dillon,559.0,481.0,252.0
Pulse,PG-13,2006.0,90.0,Jim Sonzero,2.0,Ian Somerhalder,Christina Milian,Rick Gonzalez,16000.0,1000.0,807.0
Beverly Hills Cop II,R,1987.0,100.0,Tony Scott,12000.0,Dean Stockwell,Judge Reinhold,Ronny Cox,936.0,901.0,605.0
Bringing Down the House,PG-13,2003.0,105.0,Adam Shankman,163.0,Angus T. Jones,Kimberly J. Brown,Steve Harris,1000.0,409.0,338.0
The Silence of the Lambs,R,1991.0,138.0,Jonathan Demme,438.0,Anthony Hopkins,Scott Glenn,Anthony Heald,12000.0,826.0,173.0
Wayne's World,PG-13,1992.0,94.0,Penelope Spheeris,122.0,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,1000.0,619.0,617.0
Jackass 3D,R,2010.0,101.0,Jeff Tremaine,79.0,Bam Margera,Steve-O,Chris Pontius,608.0,362.0,218.0
Jaws 2,PG,1978.0,131.0,Jeannot Szwarc,82.0,Roy Scheider,Murray Hamilton,Joseph Mascolo,813.0,366.0,85.0
Beverly Hills Chihuahua,PG,2008.0,91.0,Raja Gosnell,67.0,Jamie Lee Curtis,Nick Zano,Ali Hillis,2000.0,641.0,597.0
The Conjuring,R,2013.0,112.0,James Wan,0.0,Mackenzie Foy,Lili Taylor,Hayley McFarland,6000.0,960.0,697.0
Are We There Yet?,PG,2005.0,95.0,Brian Levant,32.0,Nia Long,Tracy Morgan,Jay Mohr,826.0,642.0,563.0
Tammy,R,2014.0,100.0,Ben Falcone,265.0,Gary Cole,Mark Duplass,Ben Falcone,989.0,830.0,265.0
School of Rock,PG-13,2003.0,108.0,Richard Linklater,0.0,Miranda Cosgrove,Sarah Silverman,Mike White,2000.0,931.0,487.0
Mortal Kombat,PG-13,1995.0,101.0,Paul W.S. Anderson,545.0,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,1000.0,1000.0,545.0
White Chicks,PG-13,2004.0,109.0,Keenen Ivory Wayans,322.0,Busy Philipps,Jaime King,Brittany Daniel,1000.0,961.0,862.0
The Descendants,R,2011.0,115.0,Alexander Payne,729.0,Shailene Woodley,Nick Krause,Beau Bridges,8000.0,727.0,552.0
Holes,PG,2003.0,117.0,Andrew Davis,99.0,Tim Blake Nelson,Zane Holtz,Ski Carr,596.0,265.0,165.0
The Last Song,PG,2010.0,107.0,Julie Anne Robinson,30.0,Kelly Preston,Bobby Coleman,Melissa Ordway,743.0,360.0,318.0
12 Years a Slave,R,2013.0,134.0,Steve McQueen,0.0,Quvenzhané Wallis,Scoot McNairy,Taran Killam,2000.0,660.0,500.0
Drumline,PG-13,2002.0,118.0,Charles Stone III,30.0,Leonard Roberts,Nick Cannon,Jason Weaver,962.0,593.0,284.0
Why Did I Get Married Too?,PG-13,2010.0,121.0,Tyler Perry,0.0,Michael Jai White,Cicely Tyson,Tasha Smith,2000.0,907.0,721.0
Edward Scissorhands,PG-13,1990.0,105.0,Tim Burton,13000.0,Johnny Depp,Dianne Wiest,Conchata Ferrell,40000.0,967.0,658.0
Me Before You,PG-13,2016.0,110.0,Thea Sharrock,17.0,Sam Claflin,Emilia Clarke,Brendan Coyle,11000.0,10000.0,418.0
Madea's Witness Protection,PG-13,2012.0,114.0,Tyler Perry,0.0,John Amos,Tom Arnold,Romeo Miller,982.0,618.0,582.0
The French Connection,R,1971.0,104.0,William Friedkin,607.0,Roy Scheider,Fernando Rey,Tony Lo Bianco,813.0,165.0,109.0
Bad Moms,R,2016.0,100.0,Jon Lucas,24.0,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,15000.0,1000.0,851.0
Date Movie,PG-13,2006.0,85.0,Aaron Seltzer,64.0,Alyson Hannigan,Carmen Electra,Fred Willard,3000.0,869.0,729.0
Return to Never Land,G,2002.0,72.0,Robin Budd,2.0,Roger Rees,Rob Paulsen,Spencer Breslin,1000.0,677.0,434.0
Selma,PG-13,2014.0,128.0,Ava DuVernay,151.0,David Oyelowo,Tom Wilkinson,Oprah Winfrey,1000.0,1000.0,852.0
The Jungle Book 2,G,2003.0,72.0,Steve Trenbirth,0.0,Haley Joel Osment,Phil Collins,Tony Jay,3000.0,455.0,384.0
Boogeyman,PG-13,2005.0,89.0,Stephen Kay,19.0,Barry Watson,Skye McCole Bartusiak,Charles Mesure,526.0,392.0,349.0
Premonition,PG-13,2007.0,96.0,Mennan Yapo,9.0,Nia Long,Amber Valletta,Marc Macaulay,826.0,627.0,107.0
The Tigger Movie,G,2000.0,77.0,Jun Falkenstein,25.0,Kath Soucie,John Fiedler,Ken Sansom,304.0,253.0,16.0
Orphan,R,2009.0,123.0,Jaume Collet-Serra,174.0,Jimmy Bennett,CCH Pounder,Aryana Engineer,87000.0,1000.0,602.0
Max,PG,2015.0,111.0,Boaz Yakin,132.0,Jay Hernandez,Joseph Julian Soria,Edgar Arreola,1000.0,465.0,455.0
Meet the Browns,,,30.0,,,Lamman Rucker,David Mann,Denise Boutte,607.0,378.0,295.0
Epic Movie,PG-13,2007.0,93.0,Jason Friedberg,82.0,David Carradine,Carmen Electra,Fred Willard,926.0,869.0,729.0
Spotlight,R,2015.0,128.0,Tom McCarthy,310.0,Billy Crudup,Jamey Sheridan,Brian d'Arcy James,745.0,168.0,77.0
Lakeview Terrace,PG-13,2008.0,110.0,Neil LaBute,119.0,Jay Hernandez,Justin Chambers,Robert Pine,1000.0,931.0,332.0
The Grudge 2,PG-13,2006.0,137.0,Takashi Shimizu,70.0,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,4000.0,884.0,464.0
How Stella Got Her Groove Back,R,1998.0,124.0,Kevin Rodney Sullivan,8.0,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,508.0,270.0,232.0
Bill & Ted's Bogus Journey,PG,1991.0,93.0,Peter Hewitt,12.0,Keanu Reeves,George Carlin,Alex Winter,18000.0,769.0,636.0
Man of the Year,PG-13,2006.0,115.0,Barry Levinson,272.0,Robin Williams,Tina Fey,Amy Poehler,49000.0,2000.0,1000.0
The Black Hole,PG,1979.0,98.0,Gary Nelson,20.0,Robert Forster,Maximilian Schell,Yvette Mimieux,889.0,877.0,160.0
The American,R,2010.0,105.0,Anton Corbijn,210.0,Violante Placido,Thekla Reuten,Filippo Timi,978.0,191.0,101.0
Selena,PG,1997.0,127.0,Gregory Nava,16.0,Jon Seda,Constance Marie,Jacob Vargas,565.0,442.0,399.0
Vampires Suck,PG-13,2010.0,82.0,Jason Friedberg,82.0,Diedrich Bader,Dave Foley,Anneliese van der Pol,759.0,401.0,354.0
Babel,R,2006.0,143.0,Alejandro G. Iñárritu,0.0,Brad Pitt,Harriet Walter,Dermot Crowley,11000.0,119.0,51.0
This Is Where I Leave You,R,2014.0,103.0,Shawn Levy,189.0,Tina Fey,Abigail Spencer,Jane Fonda,2000.0,1000.0,949.0
Doubt,PG-13,2008.0,104.0,John Patrick Shanley,53.0,Philip Seymour Hoffman,Meryl Streep,Carrie Preston,22000.0,11000.0,652.0
Team America: World Police,R,2004.0,98.0,Trey Parker,406.0,Jeremy Shada,Maurice LaMarche,Trey Parker,860.0,523.0,406.0
Texas Chainsaw 3D,R,2013.0,92.0,John Luessenhop,34.0,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,383.0,333.0,322.0
Copycat,R,1995.0,123.0,Jon Amiel,36.0,William McNamara,Holly Hunter,Harry Connick Jr.,10000.0,1000.0,631.0
Scary Movie 5,PG-13,2013.0,88.0,Malcolm D. Lee,92.0,Marisa Saks,Snoop Dogg,Molly Shannon,31000.0,881.0,636.0
Paint Your Wagon,PG-13,1969.0,158.0,Joshua Logan,32.0,Clint Eastwood,Lee Marvin,Ray Walston,16000.0,756.0,417.0
Milk,R,2008.0,128.0,Gus Van Sant,835.0,James Franco,Denis O'Hare,Lucas Grabeel,11000.0,896.0,755.0
Risen,PG-13,2016.0,107.0,Kevin Reynolds,58.0,Peter Firth,Jan Cornet,María Botto,141.0,76.0,47.0
Ghost Ship,R,2002.0,91.0,Steve Beck,17.0,Isaiah Washington,Ron Eldard,Francesca Rettondini,534.0,385.0,78.0
A Very Harold & Kumar 3D Christmas,R,2011.0,90.0,Todd Strauss-Schulson,12.0,Patton Oswalt,Thomas Lennon,Paula Garcés,786.0,651.0,587.0
Wild Things,R,1998.0,115.0,John McNaughton,39.0,Bill Murray,Robert Wagner,Jeff Perry,13000.0,481.0,254.0
The Stepfather,PG-13,2009.0,101.0,Nelson McCormick,29.0,Sela Ward,Paige Turco,Skyler Samuels,812.0,533.0,429.0
The Debt,R,2010.0,113.0,John Madden,108.0,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,1000.0,100.0,22.0
High Fidelity,R,2000.0,113.0,Stephen Frears,350.0,Drake Bell,Lili Taylor,Lisa Bonet,1000.0,960.0,619.0
One Missed Call,PG-13,2008.0,87.0,Eric Valette,2.0,Johnny Lewis,Jason Beghe,Margaret Cho,741.0,297.0,270.0
Eye for an Eye,R,1996.0,101.0,John Schlesinger,154.0,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,1000.0,816.0,497.0
The Bank Job,R,2008.0,111.0,Roger Donaldson,79.0,Jason Statham,Saffron Burrows,Daniel Mays,26000.0,811.0,287.0
Eternal Sunshine of the Spotless Mind,R,2004.0,108.0,Michel Gondry,1000.0,Kate Winslet,Kirsten Dunst,Tom Wilkinson,14000.0,4000.0,1000.0
You Again,PG,2010.0,105.0,Andy Fickman,99.0,Jamie Lee Curtis,James Wolk,Christine Lakin,2000.0,938.0,518.0
Street Kings,R,2008.0,109.0,David Ayer,453.0,Keanu Reeves,Chris Evans,Noel Gugliemi,18000.0,11000.0,2000.0
The World's End,R,2013.0,109.0,Edgar Wright,1000.0,Michael Smiley,Thomas Law,Jasper Levine,177.0,55.0,24.0
Nancy Drew,PG,2007.0,99.0,Andrew Fleming,26.0,Kay Panabaker,Laura Harring,Tate Donovan,720.0,669.0,650.0
Daybreakers,R,2009.0,98.0,Michael Spierig,35.0,Jay Laga'aia,Damien Garvey,Tiffany Lamb,125.0,37.0,16.0
She's Out of My League,R,2010.0,104.0,Jim Field Smith,14.0,Mike Vogel,Kim Shaw,Geoff Stults,2000.0,935.0,756.0
Monte Carlo,PG,2011.0,109.0,Thomas Bezucha,15.0,Leighton Meester,Luke Bracey,Brett Cullen,3000.0,775.0,350.0
Stay Alive,PG-13,2006.0,75.0,William Brent Bell,19.0,Adam Goldberg,Frankie Muniz,Samaire Armstrong,1000.0,934.0,806.0
Quigley Down Under,PG-13,1990.0,119.0,Simon Wincer,23.0,Alan Rickman,Tom Selleck,Ben Mendelsohn,25000.0,19000.0,748.0
Alpha and Omega,PG,2010.0,90.0,Anthony Bell,0.0,Kevin Sussman,Larry Miller,Christine Lakin,681.0,611.0,518.0
The Covenant,PG-13,2006.0,97.0,Renny Harlin,212.0,Laura Ramsey,Kyle Schmid,Toby Hemingway,960.0,917.0,637.0
Stick It,PG-13,2006.0,103.0,Jessica Bendinger,31.0,Jeff Bridges,Vanessa Lengies,John Patrick Amedori,12000.0,804.0,733.0
Shorts,PG,2009.0,89.0,Robert Rodriguez,0.0,Jimmy Bennett,Leo Howard,Jake Short,87000.0,570.0,470.0
To Die For,R,1995.0,106.0,Gus Van Sant,835.0,Kurtwood Smith,Wayne Knight,Holland Taylor,1000.0,967.0,458.0
Nerve,PG-13,2016.0,96.0,Henry Joost,24.0,Samira Wiley,Marc John Jefferies,Emily Meade,646.0,441.0,374.0
Appaloosa,R,2008.0,115.0,Ed Harris,0.0,Viggo Mortensen,James Gammon,Tom Bower,10000.0,311.0,107.0
Vampires,R,1998.0,104.0,John Carpenter,0.0,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,2000.0,1000.0,877.0
Yu-Gi-Oh! Duel Monsters,,,24.0,,,Pablo Sevilla,,,0.0,,
Psycho,R,1960.0,108.0,Alfred Hitchcock,13000.0,Janet Leigh,Vera Miles,John Gavin,606.0,332.0,285.0
My Best Friend's Girl,R,2008.0,112.0,Howard Deutch,41.0,Dane Cook,Taran Killam,Riki Lindhome,1000.0,500.0,490.0
Endless Love,PG-13,2014.0,104.0,Shana Feste,19.0,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,15000.0,991.0,942.0
Georgia Rule,R,2007.0,113.0,Garry Marshall,0.0,Hector Elizondo,Zachary Gordon,Jane Fonda,995.0,975.0,949.0
Under the Rainbow,PG,1981.0,98.0,Steve Rash,15.0,Mako,Adam Arkin,Billy Barty,691.0,374.0,281.0
Ladyhawke,PG-13,1985.0,121.0,Richard Donner,503.0,Matthew Broderick,John Wood,Leo McKern,2000.0,92.0,83.0
Simon Birch,PG,1998.0,114.0,Mark Steven Johnson,160.0,Oliver Platt,Jan Hooks,Dana Ivey,1000.0,367.0,271.0
Reign Over Me,R,2007.0,124.0,Mike Binder,57.0,Adam Sandler,Don Cheadle,John de Lancie,11000.0,3000.0,905.0
Into the Wild,R,2007.0,148.0,Sean Penn,0.0,Kristen Stewart,William Hurt,Hal Holbrook,17000.0,882.0,826.0
School for Scoundrels,PG-13,2006.0,108.0,Todd Phillips,480.0,Jon Heder,Sarah Silverman,Jacinda Barrett,970.0,931.0,579.0
Silent Hill: Revelation 3D,R,2012.0,95.0,Michael J. Bassett,83.0,Radha Mitchell,Deborah Kara Unger,Martin Donovan,992.0,495.0,206.0
From Dusk Till Dawn,R,1996.0,108.0,Robert Rodriguez,0.0,Quentin Tarantino,Salma Hayek,Cheech Marin,16000.0,4000.0,844.0
Pooh's Heffalump Movie,G,2005.0,68.0,Frank Nissen,0.0,Kath Soucie,Brenda Blethyn,John Fiedler,304.0,286.0,253.0
Home for the Holidays,PG-13,1995.0,103.0,Jodie Foster,0.0,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,21000.0,1000.0,801.0
Kung Fu Hustle,R,2004.0,99.0,Stephen Chow,0.0,Shengyi Huang,Chi Ling Chiu,Qiu Yuen,264.0,62.0,59.0
Fired Up,,,30.0,,,Leah Remini,Mark Feuerstein,Sharon Lawrence,909.0,417.0,215.0
The Country Bears,G,2002.0,88.0,Peter Hastings,0.0,Haley Joel Osment,Alex Rocco,Stephen Root,3000.0,968.0,939.0
The Kite Runner,PG-13,2007.0,128.0,Marc Forster,395.0,Mustafa Haidari,Shaun Toub,Khalid Abdalla,283.0,206.0,161.0
21 Grams,R,2003.0,124.0,Alejandro G. Iñárritu,0.0,Naomi Watts,Eddie Marsan,Danny Huston,6000.0,979.0,430.0
Paparazzi,PG-13,2004.0,84.0,Paul Abascal,2.0,Cole Hauser,Tom Hollander,Kelly Carlson,787.0,555.0,472.0
A Guy Thing,PG-13,2003.0,101.0,Chris Koch,13.0,Thomas Lennon,Lochlyn Munro,James Brolin,651.0,555.0,499.0
Loser,PG-13,2000.0,98.0,Amy Heckerling,143.0,Andy Dick,Robert Miano,Zak Orth,302.0,216.0,153.0
Capitalism: A Love Story,R,2009.0,105.0,Michael Moore,909.0,Ronald Reagan,Michael Moore,Bernie Sanders,1000.0,909.0,173.0
The Greatest Story Ever Told,G,1965.0,225.0,George Stevens,126.0,Martin Landau,Carroll Baker,José Ferrer,940.0,208.0,202.0
Secret in Their Eyes,PG-13,2015.0,111.0,Billy Ray,53.0,Julia Roberts,Michael Kelly,Joe Cole,8000.0,963.0,233.0
Disaster Movie,PG-13,2008.0,88.0,Jason Friedberg,82.0,Carmen Electra,Tony Cox,Ike Barinholtz,869.0,624.0,329.0
Armored,PG-13,2009.0,88.0,Nimród Antal,190.0,Andrew Fiscella,Fred Ward,Lorna Raver,137000.0,459.0,163.0
The Man Who Knew Too Little,PG,1997.0,94.0,Jon Amiel,36.0,Bill Murray,Peter Gallagher,Joanne Whalley,13000.0,828.0,507.0
What's Your Number?,R,2011.0,117.0,Mark Mylod,20.0,Chris Evans,Ari Graynor,Ed Begley Jr.,11000.0,904.0,783.0
Lockout,PG-13,2012.0,95.0,James Mather,4.0,Joseph Gilgun,Vincent Regan,Jacky Ido,788.0,447.0,80.0
Envy,PG-13,2004.0,99.0,Barry Levinson,272.0,Amy Poehler,Ariel Gade,Sam Lerner,1000.0,87.0,62.0
Crank: High Voltage,R,2009.0,96.0,Mark Neveldine,83.0,Jason Statham,Clifton Collins Jr.,David Carradine,26000.0,968.0,926.0
Bullets Over Broadway,R,1994.0,98.0,Woody Allen,11000.0,Jim Broadbent,Chazz Palminteri,Dianne Wiest,1000.0,979.0,967.0
One Night with the King,PG,2006.0,123.0,Michael O. Sajbel,6.0,James Callis,Tiffany Dupont,Nimrat Kaur,541.0,249.0,85.0
The Quiet American,R,2002.0,101.0,Phillip Noyce,176.0,Brendan Fraser,Tzi Ma,Holmes Osborne,3000.0,268.0,83.0
The Weather Man,R,2005.0,102.0,Gore Verbinski,563.0,Nicolas Cage,Hope Davis,Michael Rispoli,12000.0,442.0,385.0
Undisputed,R,2002.0,94.0,Walter Hill,394.0,Fisher Stevens,Wes Studi,Jon Seda,922.0,855.0,565.0
Ghost Town,PG-13,2008.0,102.0,David Koepp,192.0,Aasif Mandvi,Dequina Moore,Jordan Carlos,346.0,41.0,31.0
12 Rounds,PG-13,2009.0,108.0,Renny Harlin,212.0,Taylor Cole,Ashley Scott,Nick Gomez,969.0,795.0,347.0
Let Me In,R,2010.0,116.0,Matt Reeves,198.0,Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,17000.0,1000.0,884.0
3 Ninjas Kick Back,PG,1994.0,93.0,Charles T. Kanganis,18.0,Victor Wong,Dustin Nguyen,Don Stark,400.0,220.0,181.0
Be Kind Rewind,PG-13,2008.0,102.0,Michel Gondry,1000.0,Quinton Aaron,Mia Farrow,Melonie Diaz,734.0,563.0,270.0
Mrs Henderson Presents,R,2005.0,103.0,Stephen Frears,350.0,Bob Hoskins,Christopher Guest,Sarah Solemani,5000.0,378.0,99.0
Triple 9,R,2016.0,115.0,John Hillcoat,214.0,Kate Winslet,Norman Reedus,Clifton Collins Jr.,14000.0,12000.0,968.0
Deconstructing Harry,R,1997.0,96.0,Woody Allen,11000.0,Woody Allen,Lynn Cohen,Judy Davis,11000.0,474.0,223.0
Three to Tango,PG-13,1999.0,98.0,Damon Santostefano,4.0,Matthew Perry,Oliver Platt,David Ramsey,2000.0,1000.0,677.0
Burnt,R,2015.0,101.0,John Wells,53.0,Bradley Cooper,Omar Sy,Riccardo Scamarcio,14000.0,1000.0,580.0
We're No Angels,PG-13,1989.0,106.0,Neil Jordan,277.0,Robert De Niro,Demi Moore,James Russo,22000.0,2000.0,383.0
Everyone Says I Love You,R,1996.0,101.0,Woody Allen,11000.0,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,1000.0,612.0,2.0
Death Sentence,R,2007.0,111.0,James Wan,0.0,Aisha Tyler,Kelly Preston,Edi Gathegi,857.0,743.0,725.0
Everybody's Fine,PG-13,2009.0,99.0,Kirk Jones,52.0,Robert De Niro,James Frain,Brendan Sexton III,22000.0,1000.0,148.0
Superbabies: Baby Geniuses 2,PG,2004.0,88.0,Bob Clark,84.0,Scott Baio,Vanessa Angel,Peter Wingfield,650.0,384.0,177.0
The Man,PG-13,2005.0,83.0,Les Mayfield,10.0,Miguel Ferrer,Susie Essman,Gigi Rice,688.0,99.0,69.0
Code Name: The Cleaner,PG-13,2007.0,91.0,Les Mayfield,10.0,Callum Rennie,Will Patton,Cedric the Entertainer,716.0,537.0,436.0
Connie and Carla,PG-13,2004.0,108.0,Michael Lembeck,54.0,Debbie Reynolds,Nia Vardalos,Dash Mihok,786.0,567.0,463.0
Sweet Charity,G,1969.0,154.0,Bob Fosse,189.0,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,683.0,641.0,388.0
Inherent Vice,R,2014.0,148.0,Paul Thomas Anderson,0.0,Martin Dew,Katherine Waterston,Serena Scott Thomas,204.0,178.0,175.0
Doogal,G,2006.0,77.0,Dave Borthwick,3.0,Jimmy Fallon,Kylie Minogue,Jon Stewart,787.0,691.0,593.0
